timeStamp;elapsed;label;responseCode;responseMessage;threadName;dataType;success;failureMessage;bytes;sentBytes;grpThreads;allThreads;URL;Latency;IdleTime;Connect
1753562211353,00;2;POST create character;Non HTTP response code: org.apache.http.conn.HttpHostConnectException;Non HTTP response message: Connect to localhost:3001 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect;Nataliia 1-671;text;FALSE;;2631;0;733;733;http://localhost:3001/character;0;0;2
1753562211348,00;2;Delete character;Non HTTP response code: org.apache.http.conn.HttpHostConnectException;Non HTTP response message: Connect to localhost:3001 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect;Nataliia 1-908;text;FALSE;;2631;0;727;727;http://localhost:3001/character/;0;0;2
1753562211354,00;1;POST create character;Non HTTP response code: org.apache.http.conn.HttpHostConnectException;Non HTTP response message: Connect to localhost:3001 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect;Nataliia 1-572;text;FALSE;;2631;0;730;730;http://localhost:3001/character;0;0;1
1753562211354,00;2;POST create character;Non HTTP response code: org.apache.http.conn.HttpHostConnectException;Non HTTP response message: Connect to localhost:3001 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect;Nataliia 1-683;text;FALSE;;2631;0;730;730;http://localhost:3001/character;0;0;2
1753562211348,00;2;Delete character;Non HTTP response code: org.apache.http.conn.HttpHostConnectException;Non HTTP response message: Connect to localhost:3001 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect;Nataliia 1-551;text;FALSE;;2631;0;727;727;http://localhost:3001/character/;0;0;2
1753562211353,00;2;POST create character;Non HTTP response code: org.apache.http.conn.HttpHostConnectException;Non HTTP response message: Connect to localhost:3001 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect;Nataliia 1-488;text;FALSE;;2631;0;730;730;http://localhost:3001/character;0;0;1
1753562211355,00;1;POST create character;Non HTTP response code: org.apache.http.conn.HttpHostConnectException;Non HTTP response message: Connect to localhost:3001 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect;Nataliia 1-669;text;FALSE;;2631;0;730;730;http://localhost:3001/character;0;0;1
1753562211342,00;1;PUT change character;Non HTTP response code: org.apache.http.conn.HttpHostConnectException;Non HTTP response message: Connect to localhost:3001 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect;Nataliia 1-57;text;FALSE;;2631;0;727;727;http://localhost:3001/character/;0;0;1
1753562211312,00;2;PUT change character;Non HTTP response code: org.apache.http.conn.HttpHostConnectException;Non HTTP response message: Connect to localhost:3001 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect;Nataliia 1-871;text;FALSE;;2631;0;727;727;http://localhost:3001/character/;0;0;2
1753562211349,00;2;Delete character;Non HTTP response code: org.apache.http.conn.HttpHostConnectException;Non HTTP response message: Connect to localhost:3001 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect;Nataliia 1-36;text;FALSE;;2631;0;727;727;http://localhost:3001/character/;0;0;2
1753562211363,00;1;POST create character;Non HTTP response code: org.apache.http.conn.HttpHostConnectException;Non HTTP response message: Connect to localhost:3001 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect;Nataliia 1-116;text;FALSE;;2631;0;730;730;http://localhost:3001/character;0;0;1
1753562211341,00;1;PUT change character;Non HTTP response code: org.apache.http.conn.HttpHostConnectException;Non HTTP response message: Connect to localhost:3001 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect;Nataliia 1-477;text;FALSE;;2631;0;726;726;http://localhost:3001/character/;0;0;1
1753562211353,00;1;POST create character;Non HTTP response code: org.apache.http.conn.HttpHostConnectException;Non HTTP response message: Connect to localhost:3001 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect;Nataliia 1-676;text;FALSE;;2631;0;730;730;http://localhost:3001/character;0;0;1
1753562211342,00;1;PUT change character;Non HTTP response code: org.apache.http.conn.HttpHostConnectException;Non HTTP response message: Connect to localhost:3001 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect;Nataliia 1-46;text;FALSE;;2631;0;725;725;http://localhost:3001/character/;0;0;1
1753562211346,00;2;Delete character;Non HTTP response code: org.apache.http.conn.HttpHostConnectException;Non HTTP response message: Connect to localhost:3001 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect;Nataliia 1-527;text;FALSE;;2631;0;725;725;http://localhost:3001/character/;0;0;2
1753562211342,00;1;PUT change character;Non HTTP response code: org.apache.http.conn.HttpHostConnectException;Non HTTP response message: Connect to localhost:3001 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect;Nataliia 1-524;text;FALSE;;2631;0;724;724;http://localhost:3001/character/;0;0;1
1753562211343,00;1;PUT change character;Non HTTP response code: org.apache.http.conn.HttpHostConnectException;Non HTTP response message: Connect to localhost:3001 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect;Nataliia 1-608;text;FALSE;;2631;0;724;724;http://localhost:3001/character/;0;0;1
1753562211352,00;2;POST create character;Non HTTP response code: org.apache.http.conn.HttpHostConnectException;Non HTTP response message: Connect to localhost:3001 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect;Nataliia 1-499;text;FALSE;;2631;0;730;730;http://localhost:3001/character;0;0;2
1753562211347,00;2;Delete character;Non HTTP response code: org.apache.http.conn.HttpHostConnectException;Non HTTP response message: Connect to localhost:3001 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect;Nataliia 1-548;text;FALSE;;2631;0;724;724;http://localhost:3001/character/;0;0;2
